#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-24T03:22:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-24T03:22:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out=RAJ2000,DEJ2000,cz&-out.max=50000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
RAJ2000	DEJ2000	cz
154.40811	+06.97120	13543
154.70255	+38.46976	 6686
167.00372	+46.85056	 7474
183.28967	+50.76031	 8704
186.83568	-17.91019	 8103
196.57533	-07.61199	 6664
197.46625	-24.23911	 2901
204.13591	+33.87605	12178
219.22354	+18.37063	14478
222.84866	+09.59242	14918
223.28909	-11.20787	 9504
225.75420	+62.65155	13393
227.13033	+19.18437	 6107
228.53979	-36.89577	11836
228.69041	-45.54406	16186
234.88338	+38.16361	19450
236.60117	+69.48616	11209
240.07428	+15.75660	 4889
240.73705	-62.99431	19061
240.95102	+17.24055	11007
250.30711	+59.08508	 9088
251.90370	+42.69264	 9702
254.90083	+53.94177	15140
259.03683	+20.35525	17501
263.72644	+50.75588	 7035
267.28638	+14.36560	24340
269.45029	-62.93259	14813
292.33817	+43.01988	 9108
307.65988	-00.26493	16205
313.90213	-00.63657	16047
316.50427	-15.81602	 8452
320.91571	-35.16163	 5305
322.17960	+62.60221	16791
330.37708	-22.07087	 5203
350.68719	+23.21115	 8465
351.06879	+13.96642	13102
355.92502	+17.64682	24632
358.29117	+28.44194	 9129
005.20282	+20.03157	 7690
007.85541	-49.58970	 6569
014.53440	-36.36914	11724
015.16059	+30.31638	 5186
018.47091	+19.17677	12271
039.24807	+19.55771	 8684
040.95457	+06.64291	 6111
043.40635	+06.06101	 7675
043.87380	+75.97741	10499
045.07225	+24.56286	10114
048.46587	+41.24589	 8851
054.03247	-00.59647	 7022
065.23767	+10.12137	 7696
072.47536	-41.94392	 5893
082.65644	+04.79905	 8401
090.20584	+53.55354	10387
093.28656	-68.61008	13838
106.11369	-34.64791	 9017
112.42788	+57.32890	11615
114.89900	-01.99522	13581
131.68918	+35.81783	16682
139.18291	-05.05845	16218
155.91777	-35.82597	 4672
179.09355	-33.51264	17124
182.19138	-34.42673	17626
183.02275	+13.20557	19451
187.98682	-31.23010	15564
208.42395	+33.22816	15356
230.74942	+08.75536	 8955
242.41751	+21.86044	14683
268.55399	+06.06264	 9828
276.86917	+39.53131	 7042
288.95447	+48.58236	11464
291.36472	-20.80042	12002
300.61243	-38.83455	 6399
317.57877	+18.78513	12522
317.99106	-45.91168	 9441
322.59860	+64.98526	12458
325.47552	-40.99137	20030
326.02933	-05.10167	18062
329.42645	+20.83118	11148
333.40848	+42.13962	14245
342.79227	-46.67230	23498
343.58661	+32.47036	 6611
347.06650	+22.71262	10548
352.29407	+35.04852	 9934
006.06233	+02.02685	12018
008.21024	+11.73687	 4928
008.78898	+05.53947	12209
009.07658	+32.90318	 4877
025.65134	-30.81047	14990
026.33490	-04.38321	12575
036.32373	-57.72277	 9265
045.03345	+16.50406	10493
048.52281	-21.77427	 1556
051.56721	+06.87791	 8455
055.34755	-59.93066	17988
056.54490	-03.96794	 4289
077.70830	+51.73220	 8511
079.78722	-06.55333	13848
088.92414	-39.24315	13842
090.44073	-13.66378	10419
090.84267	+09.61731	12940
093.33781	-32.69857	15081
094.51753	-32.80935	14340
101.01765	+26.92547	 9649
105.12831	-72.69874	11530
120.44587	+08.38400	 4115
125.59018	+04.05464	 9281
126.29263	+37.98892	 6405
135.38332	-21.71600	10869
159.26372	-29.67138	17885
170.94154	-04.70664	 2799
185.63602	-19.36583	13462
188.46584	+12.61758	28090
190.26271	-10.30168	 5713
190.55901	+33.38169	11496
196.94240	-44.48661	10837
198.44896	+40.21087	19630
205.99969	+17.84156	 7828
209.10446	-31.77588	11472
212.14075	+09.03800	 7341
213.18266	+49.86849	23191
235.94081	-01.75339	16836
240.82405	+21.59175	 9681
242.27644	+46.67125	16339
246.98332	+39.28140	 9576
250.91039	+00.87417	 7063
251.11629	-19.24231	16277
253.81148	-74.22536	21311
257.92065	-06.53263	 7862
264.36380	+37.47662	12465
290.12564	-28.91949	 9211
300.86581	+06.98971	 7338
307.07623	+68.38434	15955
307.21658	-18.85166	 8036
311.97076	+17.95079	10626
332.18314	-24.10742	16787
346.42603	-06.66890	13430
353.71384	+12.18172	12024
003.33653	-09.92269	 8187
009.12863	+06.52042	11363
018.64176	+03.72855	14816
022.18217	-70.05052	11293
025.82985	+74.05927	18077
041.72337	+53.79560	17446
061.09981	+20.42711	 8906
061.34347	+06.72819	12624
063.78189	-13.22517	 9206
068.21215	-68.88235	19198
109.65391	+61.25662	13611
112.78480	+47.40668	18798
119.12924	+00.00091	16957
121.83442	-70.49297	10926
122.97303	+57.95192	 8319
123.07453	-77.66735	11955
129.56790	-27.83228	12465
132.52962	+29.54779	31065
139.38919	-28.42602	10051
141.00456	+05.20942	 8377
144.13281	+59.39841	12100
157.96138	+42.86316	13707
174.25783	+15.57057	 3972
185.96068	+28.19947	 7801
187.51918	-08.60774	 6825
191.31795	+10.19094	 9012
194.76047	+52.62457	15909
216.59682	+16.79892	15983
223.32117	+16.68802	12698
225.41469	-07.37800	 7012
233.72202	+09.58284	10130
242.21054	-33.92662	13023
245.24757	+55.97051	 8860
263.16724	+68.70541	 7789
277.73914	+29.87673	 4740
288.11081	-42.30715	20339
294.86346	-01.43609	 6300
302.85965	-52.78577	 5719
315.43878	-48.19934	14622
331.52371	+41.77303	14101
332.73819	+44.94070	17071
333.01407	-67.50855	13216
338.48807	-25.76211	18105
356.32159	+28.06034	 7194
357.80798	+20.22958	13049
358.10101	-61.07362	 9072
001.13005	-47.03164	11018
001.13466	+08.10500	 6198
003.07802	-37.07874	15224
008.39451	-56.30659	 7800
011.61127	+25.62128	13549
013.27486	-52.45494	 8102
017.50578	-15.62354	16919
020.30649	+06.44492	18015
028.51583	+71.19639	 6491
032.54831	+19.52443	10666
039.47993	-69.34164	17086
043.22839	+13.06535	12584
050.22397	+37.86711	 5043
078.59061	-60.79119	11547
079.04176	-73.67479	 9168
079.45820	+05.28875	 8617
100.12383	-27.48161	12149
121.38528	-59.38824	11546
139.99442	+26.55268	 7681
142.45645	-67.12936	11514
158.29222	-24.54282	 3822
160.96217	+18.65649	 9079
163.81442	+71.94676	10047
164.37886	-14.83576	 7907
164.44405	+01.25356	11748
166.95471	+02.35670	 9254
173.21515	-38.79428	 9810
177.62666	-28.87228	 1660
190.25134	+18.55391	22109
198.41757	+12.68926	 7315
199.31975	-18.55105	 7790
217.11362	+17.58364	15803
217.42267	-39.87180	 9934
217.97307	-40.28316	 9954
222.07631	-40.27478	20057
231.07455	-38.12251	 5210
238.79813	-40.33778	 9692
240.55524	+15.93750	13303
241.22914	-02.41226	 9581
254.41455	-16.83820	 9169
273.01682	+12.42486	13857
286.08826	-53.71090	 9023
286.55145	-56.15935	 3052
291.05688	-15.74320	11723
291.05789	+35.16262	12554
300.63757	-06.70158	16644
312.22028	+25.05326	15214
314.93097	-69.64611	11960
316.97708	-43.26161	 9175
345.73273	+17.75009	24304
346.54410	-33.03601	23690
348.94492	-59.05434	13384
352.23230	-52.20943	16933
007.03732	-42.42789	15931
014.21086	+00.34642	12618
014.73594	+52.63499	 8819
020.82087	-00.90588	 7764
026.66769	+28.97474	10847
040.56874	+42.39321	 4256
043.08902	+46.46554	 9225
044.49331	+05.78307	 6097
044.55455	-02.26485	 9492
052.52565	-53.71028	15770
054.85669	+41.19931	13610
055.30632	+15.37886	 8130
055.86050	-31.74394	 9705
061.31839	-60.28751	18364
068.36712	-14.80084	 9523
071.65790	-10.22636	 4492
071.79868	-84.95779	12951
073.58918	+02.13398	 9410
083.56133	-43.21272	10683
090.88393	-27.82088	12406
091.51572	+82.71912	 5606
103.37845	-75.02654	 6394
108.71669	+14.38134	 8480
110.09492	-02.69321	15473
128.20547	-04.77389	 4666
128.33646	-57.37476	10196
128.38782	-00.65125	 9221
129.78865	-01.56152	11557
141.49709	+77.80729	 7154
153.84821	-27.42319	13405
172.43829	+22.12659	 6506
175.62901	-02.25153	14204
177.74355	+14.73677	16489
194.90790	+27.90738	 8046
196.70778	+07.44413	13768
198.67470	-18.77889	 6879
206.77489	-23.77335	12766
217.16089	+17.57372	15371
222.16187	-35.79202	11498
223.73024	-16.88702	14349
223.90826	-21.59221	12371
246.86931	+38.86911	 8294
249.08549	-65.53014	 3036
253.32275	+20.20691	10460
258.62341	-02.61130	 9917
271.58859	+56.51394	16923
296.63373	+77.77729	15236
297.10062	+50.08519	 7666
298.20941	-05.53599	16726
306.30054	-57.68274	16719
318.71838	-00.97783	13186
324.31821	-21.00198	19125
332.17203	-43.86292	12731
332.85468	-28.88969	18137
334.14447	-18.80745	12902
337.91229	-33.33493	 8677
337.96292	+02.52345	17914
338.30582	-37.62063	10795
357.57053	+06.10641	16289
012.20031	+11.37018	12006
027.04419	+48.03585	 6736
042.53712	+08.15662	 7774
046.49075	-10.52348	 9803
050.13469	-02.00548	11296
052.06479	+40.15966	 6272
058.65846	-21.93091	12035
058.76896	+17.04218	 8036
064.54324	-60.18370	19113
071.69339	-14.83363	12858
081.50134	-12.09658	14372
085.00414	+10.33159	11594
089.24759	-42.78311	25383
090.70143	+06.75708	12682
091.63058	-34.64095	 4777
100.82415	+21.00562	 5372
108.78193	+48.74888	 5539
113.89804	+56.04746	10277
123.45287	-61.06054	16775
124.36695	-00.68372	 9982
126.67163	+17.83855	 8675
130.66721	-00.56321	 9135
132.19247	+10.09050	 8852
150.76292	-11.96588	14329
163.66270	+40.53457	 7331
178.25523	-06.06494	 6546
181.76294	+40.19989	11205
185.74673	+51.21152	 9141
187.17984	+53.35766	10967
192.93239	+27.96285	 6921
204.79280	-30.74319	 4615
211.85843	-09.09596	10051
218.41486	-72.18077	16875
225.39188	+49.11156	 7789
229.10632	-45.98208	17238
230.39484	+07.57632	14243
230.59988	-19.41888	16024
233.39305	+33.69960	20042
243.10985	-13.41238	16037
259.00577	-52.79008	10270
269.72470	+36.98004	20114
279.99673	+20.23980	 4800
282.90698	+57.60251	11807
283.83243	+79.08898	11269
299.62131	-55.15358	17501
301.00296	+41.93505	14442
316.49866	-45.12451	 5111
318.97742	-22.27378	 8303
322.86191	+15.80510	 8200
330.48544	+15.17526	 9559
332.16476	-03.35332	 7209
338.22522	-55.49450	11607
000.90729	+08.63525	12039
025.01783	+27.67145	10983
035.83193	+43.01390	 6049
044.69718	+35.73267	13625
058.00126	-55.25420	13350
061.98850	+01.35668	12809
067.80746	-12.43336	 9665
117.87646	+61.88750	12117
119.28342	+10.59657	13839
136.62453	-19.66248	 5229
139.66441	-07.78451	15883
144.55101	+07.72775	 6731
147.87090	-11.67126	 5403
155.41188	+13.31274	13861
156.13370	+24.23691	 6220
158.54128	+61.60778	 8940
159.54704	-43.75255	 6075
160.77164	-34.90049	 8190
167.89204	+71.52328	12472
172.31720	+51.52320	 9851
173.83562	-46.06025	10071
207.12372	-29.53193	 4175
210.56139	+09.78223	 6730
214.64195	+37.02447	 9861
215.89032	-39.61261	11541
229.78180	-14.53529	18119
238.84088	+62.94862	11193
259.62894	-72.84179	12091
261.90570	-66.76591	12759
262.77505	-76.35745	12623
282.01736	-53.30690	18134
287.79791	-22.67270	17678
328.70410	-63.10804	14174
335.37207	-20.41484	19407
337.87009	-08.48495	25018
351.92743	+08.75834	10575
355.40274	+32.23969	 3899
356.20102	-49.11120	13664
357.25272	-19.69280	 5810
000.79636	-27.87842	19307
011.87695	+70.84526	24701
020.83801	-06.80785	 5324
024.15960	-13.88159	12848
029.08927	+35.57256	 5371
037.19658	+24.99410	 9914
039.39999	+43.39923	 6604
043.15461	-21.24260	11306
046.37315	-02.47492	 8693
046.63640	+44.71951	19407
048.60682	-19.18055	20049
060.60142	+21.19009	 6134
061.53246	-62.05569	 5627
067.04922	-17.63127	 9412
069.01492	-46.63902	15050
072.70927	-50.30970	12472
084.89019	+66.67049	23450
086.41167	+69.06061	 4292
087.97362	-36.63156	 7797
090.55344	-27.30450	 9402
092.27752	-65.74826	11477
093.57349	-11.77407	 8885
096.95470	-27.39073	13518
098.14028	+47.50636	10344
103.68277	+22.74194	19296
105.24935	-27.18901	 9844
113.50695	+03.54843	 9048
125.72646	+62.35877	11442
129.02214	+01.89411	 3920
129.72130	-20.56650	 5726
142.91165	-14.97817	16494
150.09891	-39.66268	 6795
157.76895	-79.23980	19924
169.74643	-40.00374	10435
185.01804	-06.20348	 9152
206.51619	+35.52039	 7355
209.03412	+30.08187	 9312
209.12679	+38.36604	18300
213.24385	+09.92107	 7054
215.53572	-10.43000	13160
218.67255	+76.94366	13803
221.61116	+13.58797	 9118
226.16306	-41.35681	11969
239.69623	-33.12773	12703
240.61438	-60.32821	 5326
241.23135	+28.16571	23031
241.67438	+08.74352	14168
245.83652	+06.66041	11025
247.84230	-18.45015	18043
260.78989	+63.90788	 8187
273.00305	+42.48502	15518
278.88278	-75.83515	11268
296.54141	-31.19705	17798
310.09412	-06.35889	10765
318.64667	-33.21208	14240
332.43912	-20.86428	23592
340.40546	-38.27881	 8757
348.16049	+33.69963	 5243
348.37985	+21.19788	 7814
001.02917	+08.10947	11383
012.16129	-64.86511	11407
012.38653	-04.21405	16033
017.58301	-45.85510	 6968
019.91290	+56.71956	25694
021.03372	+14.03451	16678
023.70601	+34.03477	 4455
025.61336	-14.53307	12033
028.54699	+35.92237	 4285
037.10121	+38.26543	11443
049.90448	-55.53717	13538
050.59113	-15.68841	12730
063.29134	+26.32452	16119
070.35966	-21.84402	 4445
072.44015	-13.29938	11529
084.47665	-21.08336	13737
094.03542	-44.67572	11744
095.39043	-22.17433	11287
109.31379	-35.79801	 8331
111.61866	+53.16767	12003
120.49374	+15.05873	 4808
120.68499	+06.24331	21558
121.83922	+40.39833	 7901
122.86149	-75.49801	10246
123.50413	-24.64575	14534
126.99332	+70.84780	11665
135.40901	+49.08804	 8168
137.89113	-20.77396	10934
139.47961	-18.17120	16260
149.16853	+25.77474	15170
149.56052	-25.10399	14886
151.19711	+57.60160	13255
153.80193	+00.96141	21508
159.68825	-49.78156	17988
166.52003	+03.31962	 9374
167.78883	+03.94074	15685
169.63460	+53.81451	 9997
178.75929	+11.31647	 6592
181.00406	+20.33747	 6821
189.90251	-42.89445	 6340
190.69020	-40.21014	 4430
204.08406	+42.04063	18545
204.68770	-35.13610	15413
209.74907	+58.39997	18048
210.32451	-02.48076	 7570
212.67436	+01.48054	 7736
224.47067	-02.26400	12228
238.04852	+59.24882	 8904
239.45137	-28.37930	 4633
246.32106	+08.24744	15259
248.27461	+26.21185	19801
253.23431	+30.50233	11016
287.29395	-17.79228	13983
294.83664	-31.78871	 9252
303.17017	-08.35619	 8312
312.00024	-00.17979	 4233
315.22183	-48.23969	 4820
317.20581	-36.12956	13414
319.04474	+67.52033	15745
324.01828	+42.47855	18961
329.37256	-07.79567	17374
334.31775	+09.77654	23725
352.00305	+16.20070	13792
355.37015	+04.17186	 6343
358.34875	-31.69543	14921
359.20532	-03.34970	 6583
000.70377	+53.88695	12203
004.70556	+30.06197	 7089
015.79524	-14.20440	19101
024.09589	-12.62445	 9409
025.28325	+84.47662	 6398
029.36554	-61.68985	 6286
038.47683	+27.86042	10768
044.80681	-51.02945	18554
055.50560	-06.19766	10422
064.45412	-16.01161	23790
065.23992	-04.73498	 8963
067.28847	+70.89745	 7405
080.37972	-21.39495	 8850
107.27905	+08.75454	11121
120.08235	+03.01924	12015
127.66875	+20.59970	 6011
129.30635	-01.64881	15957
139.37704	-31.45469	11364
140.41005	+13.96614	10415
141.13174	-63.24402	 2824
152.27705	-11.18849	 3674
155.48598	-28.42892	10814
164.37929	-10.54912	16263
169.61365	-48.35439	 4340
171.95477	+21.38613	12163
174.01062	+78.96909	10766
176.01396	+33.53504	 9325
178.25800	+20.68630	14603
179.21393	+13.68604	16676
180.15372	+43.45942	21584
183.47876	+21.75611	 7280
185.30348	+55.15340	13154
185.45300	-51.73924	14768
194.67508	+10.61650	10804
195.45926	+27.89356	 7549
207.06490	-51.54063	 8732
207.64110	-38.63586	 7321
220.73973	-48.20898	 4939
222.36087	+08.97111	12065
222.73096	-19.37469	10588
226.33575	-27.32285	14867
229.21977	-13.41870	 6091
233.50215	+32.81955	19144
234.25745	-26.55581	 6694
236.01526	+04.76937	12576
242.37723	-04.83986	22018
244.86749	-61.24441	 5089
244.86749	+36.29425	 8672
246.83365	+62.65956	 9583
248.45970	-12.36323	12521
248.94554	+44.41563	 9291
253.74265	+22.14839	10624
254.19363	-01.96201	10169
256.20068	+78.64148	18975
257.40594	+15.77304	 6090
260.85468	+36.50709	 8344
264.28568	+36.30216	14308
281.72675	-54.48884	16316
291.56107	+43.85100	 -180
339.17685	+02.68950	12962
346.31943	-40.43166	17143
346.90619	+15.74389	10972
355.78983	-42.90503	18156
004.55900	+29.95212	 6108
006.26874	+24.52197	 7149
006.69296	-33.67724	 1855
012.14437	+27.69245	 5212
016.93124	+39.68060	 5683
022.54407	+45.61740	12940
023.07550	-16.14641	 6026
041.64294	+48.68368	 8923
041.85833	+47.20211	 7785
044.07335	+04.52932	 8263
049.32402	+38.22102	 9138
051.53759	+12.62312	10323
054.13271	-72.08341	11178
054.87666	-03.02395	10452
055.01912	-02.06844	 9286
065.25019	-45.07238	 4639
065.40785	-57.53248	 7338
070.70349	-39.62809	16073
070.97197	-15.95011	11363
072.29621	-54.10611	17297
081.83485	+77.85940	16570
092.75003	-43.75727	14086
095.86025	-10.45017	10046
096.18065	-67.63685	15582
104.43723	-70.55797	14050
110.65530	-49.94310	12498
114.57656	-52.15541	21910
115.27754	+05.49642	12909
124.94395	+46.12084	16290
126.79986	+62.66069	11566
129.87427	+01.23348	14853
136.05290	-36.45031	17880
140.78044	+22.69217	 9422
145.44475	+73.58074	22809
148.31686	-30.26563	12335
151.98495	+00.27218	10021
164.97769	+10.09175	10734
170.65842	+59.31538	15442
171.51596	+25.18027	14434
181.17149	-28.11631	 1747
186.53233	-51.54717	11516
188.79916	+34.12231	 6876
193.18539	+59.26567	12871
193.94327	-11.54269	 6179
199.86430	-33.92548	 8565
200.62128	-17.57894	 6909
201.01451	-17.04055	 7044
208.10973	-24.84341	 6300
215.99242	+65.21670	13542
223.32877	+16.64215	12549
228.51692	+19.98053	11915
235.40663	+25.11119	10107
236.57132	-18.56175	11164
241.39920	+16.52637	 4658
242.50676	-02.65701	13432
247.61189	+41.48392	 8953
247.63864	+39.83065	 7361
248.24327	+11.72163	16851
260.81253	+46.07541	18182
263.43915	+56.70856	 9044
270.76016	-58.10569	 6557
279.42288	-79.87054	21617
288.30658	-14.66365	 8828
296.12161	-51.20417	11938
300.26379	+40.94614	20814
311.36060	-53.30824	14366
317.85831	-23.21299	11374
322.21326	-01.07005	15452
326.65594	+33.73637	12885
327.42520	-59.08907	17435
328.78137	+21.45712	21785
337.50595	-65.17986	18952
339.31464	+40.49586	17397
353.95502	+16.82466	20554
355.60959	+51.31567	13521
358.93829	-01.25547	 9523
000.68832	-32.22675	 8041
001.85809	-37.45020	 8529
002.84041	+52.52882	31275
013.80832	-11.25931	16478
023.64479	-03.34319	 5656
033.22931	+35.09008	14022
033.54103	-68.15992	18779
036.48610	-04.31587	 5519
052.80097	-52.59907	16980
061.52058	+07.06032	 5549
064.67319	-52.65599	13911
070.50813	-09.76856	25125
082.40746	-28.99270	17649
086.27058	-25.79452	10730
099.70826	-38.66269	16828
100.91727	-37.41108	16606
117.06826	-01.46661	 3520
121.39215	+10.39341	10183
125.56525	+56.29356	13494
134.05922	+11.78503	19745
138.71855	+79.19623	 1957
147.36093	+46.99860	 9886
153.16168	-02.83360	13041
155.11116	+46.80461	 9111
159.33879	-11.36966	15482
167.73672	+27.09704	10733
172.19301	+52.24850	14530
172.42064	+65.21692	11571
184.54146	+62.80202	14895
188.20830	-15.46663	18254
190.66234	+48.53597	11874
199.39053	-22.85188	12500
208.29669	+35.57927	11915
212.86966	-42.84799	15868
224.63997	+47.49754	25620
226.50806	-79.98231	20314
227.22173	+75.17749	 7283
231.81279	+28.78896	10299
232.29808	-71.15884	19330
233.30415	+31.30502	16170
240.06885	+16.14549	10117
248.49576	-03.40226	 6892
249.60013	-20.25262	16099
254.25395	-06.84946	 8495
261.17004	+69.82834	11696
264.74106	+35.30329	13233
274.27008	+19.60644	16883
282.99585	+78.93357	12527
287.29974	-23.32089	12421
290.64166	-23.30896	19388
300.52509	-34.82919	11978
304.30219	-52.11621	 5728
316.30548	-10.60475	 8356
318.33673	-47.95339	 9607
319.15271	-07.53717	 8218
329.13150	+41.24862	19949
331.70889	-47.28339	17395
333.08408	-58.44595	20541
338.76544	+01.84861	18126
340.89053	-21.06396	 9894
359.90646	+41.82038	16727
000.18737	+08.15806	11766
004.10768	-27.11793	16789
004.49932	+24.56304	 5794
016.72526	+01.94554	 4708
022.85354	-03.93264	17082
026.77782	+23.64328	11833
032.57468	+31.52658	14268
035.12519	+48.44747	 7232
035.35736	+18.67354	21147
039.49355	+34.24118	 3677
039.59628	-11.73926	 8063
044.02131	+49.37280	10446
045.91432	+27.44694	10804
054.73890	-16.72438	11220
055.31079	+39.45383	12808
057.32220	-53.40568	21001
063.42714	-79.42619	16693
064.11713	+00.68637	21982
070.64693	-47.49872	14138
080.24200	-22.31607	 9741
081.80927	-41.42377	14063
082.11565	+63.21067	20795
089.40916	-18.59363	10451
094.36006	-36.96931	 9425
105.88660	-66.11055	12364
125.96621	-15.02250	 4674
126.29025	-02.56898	11824
131.45036	-69.19137	 7243
166.01715	-14.44329	19774
167.71420	+10.08811	20691
173.39458	-02.27993	12097
173.53885	-01.59511	 6763
174.27531	+11.87717	10731
176.58206	+35.00370	 9842
182.48375	-41.67383	18764
183.25093	-52.54401	 8299
188.95306	+29.19407	19039
191.13550	-32.82583	16042
195.70576	+43.21481	14019
208.25798	+39.58057	 2501
214.25337	+17.08858	11586
214.96513	+17.83681	 5545
218.14914	-36.07495	16338
225.16472	-44.43233	10043
228.79794	-12.23078	 6157
244.94165	+52.55370	19015
258.26505	+40.47812	 9645
273.80878	+23.01426	 6023
275.63498	+39.26358	15985
288.22955	-40.00414	 5405
299.15350	-32.03819	 6085
313.67529	-52.12783	13112
330.41101	+09.98190	 7792
352.00345	+47.39956	 7298
352.08371	+35.30208	10030
004.55345	+08.56227	19725
008.18505	+30.75069	 6120
009.53057	-25.06754	19952
010.34441	+08.31750	12656
010.78388	-46.36511	14663
015.07547	-17.09235	 9130
029.12704	+37.33559	 5497
030.97933	-16.60629	15744
032.05032	+27.93005	 8418
032.55117	-46.07359	13308
036.39127	+42.13448	 4451
047.79708	-11.24265	 9126
054.70766	+09.82503	10060
059.50352	-51.56777	10902
064.48685	-13.99040	 9391
065.91374	-31.19578	17557
069.13971	-30.64030	14611
071.05961	-62.61229	 5242
079.22816	-63.60937	18050
084.74064	-47.98137	10335
110.68633	-59.54138	11901
115.38399	+51.68835	20236
123.14240	-06.92650	13010
125.51499	+08.75265	 4144
134.10684	-24.77518	 9761
143.31953	+33.90569	 8075
143.37236	+00.65911	15293
151.80374	+47.67482	15459
157.54013	+44.12245	 8721
167.08449	-11.80332	16507
172.11830	-20.08274	19139
181.24573	+32.39112	16205
202.67516	-31.57458	15215
203.68645	+33.89040	 6955
212.70987	+19.05517	19900
217.41058	+10.58415	10176
218.85994	-40.34225	15478
220.66914	-41.20797	16181
224.90941	+13.21499	12744
227.80441	-45.30128	 9802
232.66269	+03.49398	25936
235.19218	+55.14082	15458
237.25211	+71.23830	 7442
237.71196	+28.26455	22468
265.59457	+38.91734	12867
272.64429	-45.88451	19550
299.95026	+60.97115	12094
302.86237	-38.19755	 5613
307.65103	+55.31617	 2847
312.86557	-39.61575	12598
324.11069	+40.25306	 9623
326.25238	+36.43710	 8045
333.66055	-29.09454	18037
341.77493	-77.70598	17219
346.64655	-31.92788	18213
351.68509	+47.31240	 7262
008.82722	-44.08049	 7413
011.77520	+38.08017	10843
023.01816	-33.80290	20488
031.52255	+07.77913	14917
031.56821	-41.52309	 5299
045.55144	+27.16614	11083
056.00271	-35.59135	18293
066.58913	-06.21629	18287
067.97689	-11.83438	14678
088.76827	-31.62636	 9203
098.63820	-59.24918	16691
099.75192	+57.38270	 7963
100.61836	-31.48863	13382
100.91491	-40.99960	11002
105.51893	+37.77063	 8304
107.99384	+23.90321	18813
110.74830	+48.90471	14795
112.03352	+28.93035	10431
125.78473	-13.23667	17553
131.82759	+02.76228	 8536
132.11008	-18.80057	17236
140.28548	-24.63655	10009
143.91501	-26.09702	15586
147.76552	+47.16775	 7680
149.86395	-64.73097	 1728
151.59349	+52.81333	13555
160.34000	-70.79863	17072
163.93748	+45.40037	19117
170.26993	+31.25222	 7113
170.58810	+46.43052	 9674
179.33972	-15.29475	10924
180.64122	+20.81556	 6672
181.35376	-21.39920	 9575
181.73860	+10.28390	15447
186.40735	-50.86657	12245
189.91014	-74.14240	18073
202.82901	-29.34847	15910
211.73929	-21.92531	 6332
220.19209	+03.09881	 7549
221.12245	-40.03144	19820
221.91251	-17.41602	14460
227.64986	+54.38736	11497
227.92012	-02.97636	11099
243.25417	+44.35999	19555
274.20654	+41.46085	16936
274.29221	+70.39863	26098
292.87061	-40.33971	22718
301.51022	+06.21808	15348
311.45349	-56.83447	12500
325.94846	-08.77176	15278
347.84085	+20.01061	11114
001.97806	+20.41091	 7865
022.09343	-65.27087	 1645
022.69563	-42.46196	 7341
024.22327	-05.01269	11691
042.24080	-02.50167	12970
045.32541	+44.39368	10262
054.64936	-26.51983	12647
056.15270	-11.80076	 9366
078.72106	+06.25118	 8954
098.14474	+40.20798	 6377
116.30884	+11.06332	 4897
117.46838	+50.77125	 6358
124.19468	-10.79174	13487
124.21850	+37.34140	24667
125.99454	-06.89500	 6503
128.52678	-18.43542	10335
164.56345	+01.61605	11789
167.45155	+03.40225	12138
173.32710	-32.07804	 8973
187.82437	-08.31100	10171
193.44841	-48.22219	11941
195.68326	-26.94103	 4813
198.35652	-47.51007	15186
199.78238	-37.23466	14984
203.11870	+18.04540	 6788
219.54384	-33.45427	11691
229.41776	+07.16552	10920
236.40628	-16.90582	11470
