x,y,z,r
40081687.21676764,22808270.838289406,-68991810.43235962,82985714.28571428
78000232.02768968,67353132.86592445,30740615.140570655,107542857.14285715
135329686.82978904,181148157.30289707,149450498.0803991,271042857.1428572
106788936.69052927,156001197.58777323,-164934505.13564384,250885714.28571427
69082193.84167324,158044165.86499697,-27473799.902438167,174657142.85714284
20551789.822891057,61816114.73580885,-3048762.9080525395,65214285.71428571
39896619.61975455,152764597.85742232,33826906.883051015,161471428.57142854
7822552.034324096,58047356.45170579,86127942.60170254,104157142.85714285
723688.0339630581,106505437.60428648,18567897.346203327,108114285.71428572
-39795245.19508764,160585520.8822815,-81792224.09508751,184557142.85714284
-700236.9733803676,1921960.4260688825,26506903.63628632,26585714.285714284
-144690998.7518079,46283493.4319766,53795704.380684964,161157142.85714284
-101524454.78736496,25110941.567611035,90406378.34100379,138242857.14285713
-170152927.1877149,40282406.45863346,-14509241.15677582,175457142.85714287
-154846210.35650748,20019174.708647016,-22060559.195288282,157685714.28571427
-208134302.31906253,-34302587.88492452,-19974998.896656983,211885714.28571427
-103807314.42509983,-20523393.60390591,-76520981.19037564,130585714.2857143
-120587913.28939797,-83500119.65390483,-50902510.68911518,155257142.85714287
-101416661.8414085,-82746191.84609345,74831491.42830361,150771428.57142854
-82074433.55649781,-72271476.62573291,64234784.60560453,126828571.4285714
-33171916.284740575,-34025360.07235258,-285863007.48090255,289785714.28571427
-64808530.7978003,-112517864.04310057,-15755145.413765866,130800000.00000001
-44142284.31882768,-133512237.5753976,59415018.4552062,152657142.85714287
-10188339.177818894,-74100620.53799537,-173522614.13837805,188957142.85714287
35294398.64801369,-94476159.24478832,-1898910.3373515836,100871428.57142855
88118784.54916266,-87317133.92350021,-69714330.90092586,142300000.0
138068828.90546224,-116382588.44467765,119743891.49670501,216671428.5714286
98440529.15810266,-77484116.63974561,-53223797.902265936,136114285.71428573
97897384.85428269,-70878830.6112926,26209075.809080206,123671428.57142858
194996834.44454834,-52755836.37180476,45580142.019757524,207085714.2857143
131526562.26152678,-32358359.490734898,-22818516.266633965,137357142.85714287
139127418.2353406,-26128985.52393666,-25039044.173200924,143757142.85714287
105881012.92334083,-1096089.9973717327,34795177.58141985,111457142.85714285
162685381.14715618,46046332.468267575,-64887687.79380486,181100000.0
185490790.61779544,63142603.34631416,7835064.686089697,196100000.0
93604386.93787952,56714491.01205057,22113407.838869452,111657142.85714285
60308671.57163908,36559845.657212056,-110633095.49490605,131199999.99999999
116743329.24414486,73042062.02063157,145116203.99159655,200057142.85714287
150788577.64656156,94460821.41212885,3713146.540048223,177971428.57142857
108777821.58122295,69020867.32366267,-140915665.53683123,190928571.42857143
11013149.48938868,10477429.871521415,-154841365.56943578,155585714.2857143
37975158.21116232,41925607.64777304,-8860654.059687179,57257142.85714286
110529964.14492941,134027415.31834108,-41752345.526456706,178671428.57142857
82142563.62288448,103544090.02406098,10497251.792854704,132585714.28571428
85807425.39641222,122208872.47069567,-38809262.669283584,154285714.28571427
109514117.39006644,198361405.66260052,-162470972.0356203,278814285.71428573
71602728.9956777,137530683.6591951,82484879.55162916,175628571.42857146
41448631.06451638,125819041.41158883,70458773.62499537,150042857.14285716
18746249.73061365,60987369.81119228,-6305590.947992233,64114285.71428572
15437336.43083062,54144480.78484303,-4368762.909459899,56471428.57142857
8997227.728745788,42394368.71527648,220844934.16297933,225057142.85714287
13596700.630832218,166813354.75845933,-56935254.29550766,176785714.28571427
1329810.1812069765,56842925.77997172,-143749283.31953198,154585714.2857143
-10494439.32188762,131953181.47503659,-151922594.2443562,201500000.00000003
-13575031.081000758,63365837.42887031,137635720.01114318,152128571.42857143
-17339351.26140738,73267163.35664676,-160109303.4750294,176928571.4285714
-32777033.495754834,92292077.53872406,167496044.81723312,194028571.42857146
-71223226.48423135,157322715.19643024,211529715.15708992,273071428.5714286
-42400721.19221594,69865757.45505571,147403017.1722711,168542857.14285713
-72146657.86553979,114920311.32600968,26814612.363762,138314285.7142857
-16054331.803751506,20294760.152817644,14663515.666274112,29742857.142857146
-187854455.86357328,124316699.62272759,-127845460.65932478,259014285.71428573
-46654564.79838101,12517749.935890147,-19861550.631448127,52228571.428571425
-109911081.29774745,28284297.751550537,110642680.32121053,158500000.0
-61922501.38142083,10190231.70455225,-167333675.38795897,178714285.71428573
-23059499.819202404,-4100015.515265115,6687282.633929492,24357142.85714286
-58669129.50296144,-25412328.38600568,-2119075.9391621784,63971428.57142856
-148185334.52624628,-81770543.76884831,44605892.20515465,175028571.42857143
-90142777.02543135,-60668252.10622772,20018391.48740597,110485714.28571427
-154519866.7477277,-130213388.30219337,-143136276.5859228,247628571.42857143
-55246036.37550913,-58627391.766437344,-66498113.456985734,104457142.85714285
-6918401.457481941,-8737136.084647821,86801776.35505562,87514285.71428573
-47276502.23124479,-104313033.76645337,-16438166.662309602,115700000.00000001
-40788757.58599675,-123003395.37439883,14892312.12914742,130442857.14285715
-6033023.730631681,-68437584.8398369,115612745.63340557,134485714.2857143
39025581.207964785,-131440865.39798039,-156847367.17037982,208328571.42857143
52680858.491325244,-144074386.02904785,-73029503.89376795,169900000.0
54121905.6647121,-110587871.85138617,94489057.17913258,155199999.99999997
115228919.70087945,-133566503.18563999,-217720764.30532768,280214285.71428573
91801122.56623805,-96649377.27027373,-72925191.8446673,151942857.14285716
137602887.3351551,-87487340.07690102,-38806693.99481865,167614285.71428576
65766092.21003451,-21458733.50300807,-88026960.12360537,111957142.85714285
48222970.84854081,-11368398.978392713,5173746.073528627,49814285.714285724
75677023.83357352,-15314496.66082071,47318604.989659585,90557142.85714287
33795021.31971841,-3871955.586908179,103766779.33680311,109200000.0
224049328.09111905,-20231083.7815437,85005768.07753964,240485714.2857143
148606594.2216318,-7938397.685813262,-114152283.51970817,187557142.85714284
166748149.25176188,36126137.16993526,29215867.85106952,173099999.99999997
58969508.46568296,19856248.9085675,57129228.031671464,84471428.57142857
125437145.00264736,67111966.7024497,-42187993.351138845,148385714.28571427
219365199.85439318,162757847.3678657,-78423927.58018643,284185714.2857143
112117726.4427471,88575973.62664247,68171294.35932806,158314285.7142857
62292613.33363256,59504489.23720972,-108320847.87650685,138400000.0
-63631826.47553215,112309062.14099161,-158999073.01741937,204800000.00000003
-59125205.789434895,54411661.55621202,83068262.465818,115571428.57142857
-79122146.11568034,57086358.652899705,58798793.69168514,113914285.71428572
-70533637.46435118,26536384.925222196,71899490.0490343,104157142.85714287
-132699704.15245797,47821041.19086689,117505961.66606809,183585714.2857143
-135229814.26024845,48441332.4796316,15833932.49469944,144514285.71428573
-105628473.23293036,27805200.970540162,173342586.68842843,204885714.28571427
-83238017.2710558,5835766.736764388,30294270.712293673,88771428.57142857
-182822006.8887688,-5388792.680672323,208542343.902632,277385714.28571427
-67762806.90871292,-5177625.229463934,72440039.33513924,99328571.42857142
-173973721.32586226,-17822859.178280085,47422884.546834655,181199999.99999997
-90061305.62481737,-15160709.177804777,50492844.9553537,104357142.85714285
-123064632.09175894,-64595307.5055653,5599337.137686645,139100000.0
-50143110.492923416,-26888347.88744871,-30892114.997170642,64742857.14285715
-196528456.83620793,-116285132.9524503,110239751.88453944,253571428.57142857
-69386379.73092481,-128287338.04645413,109081188.73299357,182128571.42857146
-45329978.848851085,-104125308.95972228,-23505005.775431186,115971428.57142858
-26165011.97569319,-112048026.2577491,69482603.32008462,134414285.7142857
-11029990.943445122,-70665112.3700406,109753274.18130657,131000000.0
725073.1919052136,-44910076.86452667,106082982.91850908,115200000.00000001
10349410.39015066,-60467555.25288919,21570340.014840983,65028571.428571425
13980826.434347857,-66561150.010356,63407356.5348376,92985714.28571427
83748845.35928611,-84758919.75690234,-190269036.951968,224500000.0
69595356.6015807,-63895449.71812749,-89898519.24912003,130414285.7142857
61236132.989769675,-47228988.297295175,-15716970.785399944,78914285.71428572
118230079.67899719,-32752439.30435228,150504051.94605917,194171428.57142854
103231933.14872046,39175232.949753456,-70838977.50789267,131185714.28571428
140719435.64100042,80371652.45374835,125459206.95034617,204942857.14285716
76596336.14392065,45679553.2517993,127540707.02697828,155628571.42857143
143530534.16141567,98274243.46330166,-1498794.8741609312,173957142.85714287
119805121.399704,86240616.02463967,-110749063.9081967,184542857.14285716
42655878.39748048,30913835.14882504,-50823723.147075996,73200000.0
23621743.847940847,43332342.74890269,9863386.41211549,50328571.42857142
39958674.27764946,104914406.04785427,-4516558.935637037,112357142.85714285
30038445.02564649,118692834.08341302,-45330679.55269377,130557142.85714285
2521333.828591899,186069178.75879154,-75220529.6548064,200714285.71428573
210204.79017416612,16639089.58275286,69360374.95461027,71328571.42857142
-55701486.99101662,254379029.62312302,84680222.9897875,273828571.4285714
-52716286.116079144,76202409.36230575,75416233.20217748,119471428.57142855
-96585003.58464374,131629041.73417456,-3467341.156750039,163300000.0
-55511422.93106848,48698188.03366818,99382824.2371101,123814285.71428572
-97283962.82474801,-74044371.42627303,-107633719.41714415,162885714.28571427
-81120348.98053125,-122766678.85918035,56679943.83341978,157685714.28571427
-12445982.586524172,-20224486.23283407,-194800735.76263943,196242857.14285713
-69490360.49286973,-118401877.69199276,7104845.603584963,137471428.57142857
-18831319.923581228,-32847284.672056753,102471650.3055518,109242857.14285715
-89816934.13165577,-188780502.5444374,47174709.998938724,214314285.71428573
-37344314.87220189,-118059050.40829025,230552277.7233368,261699999.99999997
-16626624.7389603,-123661006.76506202,105636591.81908171,163485714.28571427
60187885.71172643,-174429144.81465346,-118085488.81682011,219071428.5714286
16539676.075176975,-23688226.408864755,-23637455.231655966,37328571.42857143
70967525.38283733,-101239830.94449128,-44286574.09234259,131328571.42857142
50696025.039547764,-65150127.543876946,-10258508.050910858,83185714.2857143
61177821.41462585,-70451947.85235249,-3058321.961228332,93357142.85714287
50210076.938063405,-17826568.319059584,41208571.07104304,67357142.85714285
101257011.00719017,-5626594.740187858,-27755712.235190827,105142857.14285713
129716772.37207618,2350273.3262859746,-27538575.486876618,132628571.42857146
77738361.5384357,16073952.862123892,106248355.95852463,132628571.42857143
215081249.27522704,50736601.18658399,-14016624.241918089,221428571.42857143
184015811.73119625,48640961.855780795,-7904926.479949803,190499999.99999997
93017279.00417599,24759632.6151012,-17549105.199469514,97842857.14285715
114744334.01330051,92865385.23005322,154819506.75083226,213914285.7142857
64167863.20650624,62181747.62597075,92427563.92593618,128557142.85714285
47627542.87361308,74680711.87861581,92423296.73877735,128014285.71428572
59875618.8632182,121876195.36622806,-16827395.16334337,136828571.42857143
11449954.299803019,38947724.090588056,-93028078.20596881,101500000.0
-17717824.252842758,103244562.32650009,-78041416.74280526,130628571.42857143
-20527497.757142477,72768536.22137347,61943749.43832629,97742857.14285715
-53414362.643628955,103757145.76909788,36967795.60866253,122414285.71428573
-102788570.35326664,109294985.21228564,52718142.44441913,159028571.42857143
-124762891.22211066,104644012.62678458,16355794.185192928,163657142.85714284
-79544797.5884875,54606587.63548133,107741215.12626651,144628571.42857143
-123665645.04863109,77673519.34911662,28174821.84170927,148728571.4285714
-89420165.43686208,55198586.33020909,20898371.15962303,107142857.14285715
-156482678.63813093,64547547.028858945,65727901.92487324,181585714.28571433
-112973367.91786908,24722909.34556242,63400611.41217765,131885714.28571428
-98726488.32856758,20842225.277187616,-26120437.39765827,104228571.4285714
-89942266.64988801,11419338.812143316,-15365659.550533462,91957142.85714287
-248860073.85417932,-785554.9367124273,-94702271.45218426,266271428.57142854
-90792430.68749134,-23069540.850868948,52060022.251512595,107171428.57142858
-184549785.56899324,-104053312.89854741,155830949.1765856,263000000.00000003
-67738954.58611627,-51932861.44810111,-48526759.866988145,98185714.2857143
-149483639.4009439,-154958697.24761784,116997630.46961412,245042857.14285713
-140991680.3167931,-209615620.13392052,174898798.4923105,307257142.85714287
-75605453.53614211,-125892601.4017349,-21486472.767296754,148414285.7142857
-60716174.66462868,-101307558.674522,-18181713.051926307,119500000.00000001
-13226298.423108598,-27818535.93548296,-56018357.11021056,63928571.42857143
-6187903.06319602,-14271618.580297124,103205745.28978425,104371428.57142857
-1869665.0458394291,-11795446.652768012,-68176162.53366601,69214285.71428572
-11833899.42858871,-95392888.29713959,3441993.506176187,96185714.28571428
35150469.460043594,-87100765.21638285,-50804428.65508185,106785714.2857143
75390039.02436501,-84176606.88485081,26267001.333496906,116014285.71428572
139794650.96118668,-149739718.93137038,12419286.115008203,205228571.4285714
102980816.52437142,-89726909.84320174,-57949235.49357858,148371428.57142857
116278853.92696735,-46955581.570410974,27452234.19477647,128371428.57142855
157983747.4919082,-55028252.4713097,10138390.32424701,167599999.99999997
131919165.44732043,56229000.92614635,-180405454.28674677,230457142.85714287
175501723.16602865,145642928.96236244,-135987884.21737003,265528571.42857137
68764030.09877147,67913312.92687348,10745387.716501199,97242857.14285713
79867744.77901079,81729405.4883472,-202298420.37876186,232342857.14285716
75248721.93435258,113337250.31065847,117253816.73645267,179600000.0
106737806.79859227,236790979.3276662,-88987063.12014529,274557142.85714287
15936865.129445834,46830120.63034303,-58147983.35564242,76342857.14285715
3682012.597472913,85993327.80836882,-5646684.828465491,86257142.85714285
-85552518.13936906,159756038.77217093,60194726.71256856,190957142.85714287
-102702777.98428862,172738776.0603592,-63923697.7127802,210885714.28571427
-8784839.391351596,10430030.157519493,-49646952.004041456,51485714.28571429
-87068634.59655106,49303681.10363251,134044510.20258199,167271428.57142854
-102603961.88990596,17322351.330476936,-8290988.832282119,104385714.28571428
-146417661.3268716,6135463.850458504,206726351.8154114,253400000.0
-102365298.44804169,2725387.0136422836,24165344.144798998,105214285.71428572
-99320095.7031947,-3248626.7690953338,-48193253.75507356,110442857.14285712
-177610111.64664212,-10957971.838528039,43008360.27142891,183071428.57142857
-83114107.93842532,-9447101.142280545,49951214.92235752,97428571.42857142
-179985095.37409368,-71466564.74815446,40701983.79248346,197885714.28571427
-85384270.25369565,-49827711.72120428,55990458.61787323,113614285.71428572
-90317122.12307516,-59591444.62790895,104006724.83650973,150085714.2857143
-91189208.66081616,-108571390.84264025,20177040.094172508,143214285.7142857
-26968681.620582826,-61449454.98589684,-126502548.17031898,143200000.0
-25900687.469080046,-98635523.75398977,12264270.55315867,102714285.71428569
-13784864.20620347,-79198908.4319966,105308949.81810743,132485714.2857143
-4322025.431700517,-248685697.50843266,72233952.895519,258999999.99999997
87397272.92258438,-87118058.0453925,-69562251.04569216,141657142.85714287
203289804.1632696,-108296313.36214837,191251065.23571104,299385714.2857143
233722403.39596224,-124467436.07094519,-38619367.01630796,267600000.00000006
38140665.84571054,-20056474.841424398,-161374009.9868952,167028571.42857143
270711611.85934985,-111973973.7431317,51718493.91433191,297485714.28571427
192536189.29162028,-24926608.031056747,-135133279.7294343,236542857.14285716
160995067.39493895,10221229.861741297,30699289.36092128,164214285.7142857
53630018.229858205,11445841.27363309,146303261.31145245,156242857.14285716
94515089.90244707,77246277.38630281,45462442.47724527,130257142.85714287
34181252.68180339,28582173.197392125,40140672.45718421,59971428.57142857
122488890.90204844,133196242.95139405,7241717.283855058,181100000.0
64610695.035829775,151714815.84366125,-109651209.94568087,198028571.42857146
21850847.742874168,198978565.44726998,47293593.717212014,205685714.28571427
10436445.47713898,166911271.79322377,-79897951.46340647,185342857.1428572
-16303821.026810013,90622628.6900237,124455564.96380678,154814285.7142857
-91357230.57728477,225711954.53764483,-181498374.6484937,303700000.0
-33012322.876900624,28922675.05703929,154337811.6330983,160457142.85714287
-116928582.94487828,81904905.5588124,-86070801.87790014,166699999.99999997
-124937242.21210115,83809928.84527856,-93953206.4852153,177371428.57142857
-40705111.98613618,2588738.0018286114,6577423.343197049,41314285.71428571
-84575536.67086986,4035571.7429157156,43766491.96322021,95314285.71428573
-323919216.9806029,11946530.715681365,28937456.29064854,325428571.42857146
-118948888.12469888,-504960.61147789273,-83891530.35565282,145557142.85714284
-28866875.457102917,-4144502.058467225,-72728044.38980994,78357142.85714287
-184276989.74273986,-50561470.131218106,24541872.043542914,192657142.85714284
-161532201.68057242,-66470876.772503205,-101397378.27234605,201971428.57142854
-72890382.03130662,-34546688.657444835,-280920106.91532815,292271428.57142854
-93907607.05749924,-53189883.947741345,-7709577.313972867,108200000.0
-27879258.966234256,-17719626.900472432,163845953.3704731,167142857.1428571
-93298586.10719167,-69223523.7161704,57281134.86168259,129528571.42857143
-73993390.97373882,-139425802.27450252,47574166.3441322,164857142.85714284
-47226714.48912764,-174356602.98793814,68725959.6885322,193271428.57142854
7288168.1041969415,-149515891.1827925,177544333.27272207,232228571.4285714
16245016.922012627,-151707734.21698385,-251460691.43022087,294128571.42857146
51917520.972883135,-92294699.43609445,-34678321.7968153,111428571.42857145
215737492.7310025,-290228989.4439868,75720568.19038737,369471428.5714286
100005947.92252801,-102729118.48741277,-113799060.39127095,183042857.14285716
84240755.98844728,-82802931.07656099,-27646438.3599863,121314285.71428572
67826773.05752687,-64589208.68398222,-121524028.52437037,153428571.4285714
97973149.05501975,-36348575.59648022,74338909.89591594,128242857.14285713
105628947.53546038,-8820824.66684794,-57164318.51316184,120428571.42857145
112137771.31553483,-5864135.076665031,60299713.34503641,127457142.85714285
78717273.89869921,177766.06707639562,-94326225.0925106,122857142.85714287
242069718.7259585,29951676.577817388,105831759.91798325,265885714.28571427
174679380.14792225,26812296.661292374,17461409.37186516,177585714.28571427
70846089.0923584,34956472.78133559,-30781390.77338996,84785714.28571428
38297855.924458,40761313.391696095,-176582596.07232752,185228571.42857143
40047140.81865211,119509558.44829236,-2023664.263499195,126057142.85714287
20734265.72263769,110928121.35121389,13882799.373088127,113699999.99999999
21527881.20514786,132087626.24266757,-70882637.53548001,151442857.14285716
-12986180.643221222,122637084.96136194,55898698.59380738,135400000.0
-62134044.05893112,260485302.44120955,79894070.33611402,279457142.8571428
-12924103.524105128,39687002.93972815,-99050937.00349547,107485714.2857143
-83545347.03421989,222711864.38685665,170100175.8906123,292428571.4285714
-21765042.342427533,23220243.813019414,-156715289.56871593,159914285.71428573
-205825067.66328114,148603598.51448882,45850517.87203743,257971428.57142857
-39780887.92953923,22617023.916455302,-16240298.862672098,48557142.85714286
-135622250.79620555,70114262.54004247,-5450198.637868134,152771428.57142857
-106701663.67140591,32854259.72716493,-30143373.993258093,115642857.14285713
-82156515.58515362,2242605.4451783253,-7807656.7841037465,82557142.85714285
-82964919.68450208,-16516944.057978943,-30974966.974914785,90085714.2857143
-93557010.25545783,-29710564.231710676,-13185437.274279477,99042857.14285713
-78528638.03676473,-31308494.452212345,84013485.0665207,119185714.2857143
-171092232.2313517,-68765212.917694,-111943944.11356927,215714285.71428573
-118079737.0008489,-48766387.94085234,84086459.48090011,152942857.14285713
-98092419.25685944,-53961481.78167386,39785302.03553204,118814285.71428572
-146700710.48953408,-81607769.51041022,-70010617.47068188,181885714.28571427
-272134601.5516425,-161186421.20089576,-31541393.81958726,317857142.8571428
-4657276.5770367645,-2780384.029299384,-4778230.261567648,7228571.428571429
-92864557.81897211,-73789982.38878804,64138978.18486133,134842857.14285716
-105202689.5484958,-107759250.07944532,-81182878.53193824,171085714.2857143
-102671982.73423825,-108887885.48595457,9879617.685611568,149985714.2857143
-14439327.945171133,-73020583.09116074,84011661.29240945,112242857.14285715
11838301.884625211,-62581314.59028169,52594616.38457565,82599999.99999999
34357866.2567738,-97694992.1487232,-4131267.611429779,103642857.14285713
21148006.943716623,-43726029.12930634,40969389.46053649,63542857.14285714
88632681.44279644,-143566598.759665,-5130253.48702341,168800000.0
81480991.21643135,-54112209.31936637,-267674380.95548794,284985714.28571427
45995798.99110775,-6466064.42909305,-87039119.49636854,98657142.85714285
236161190.8902491,23767482.632598568,-10157871.828185653,237571428.5714286
185039787.92326015,54300780.70645335,-81938540.04607679,209528571.42857143
23754980.439314205,16123596.340956915,-115558364.67950943,119071428.57142855
158707386.71941164,113054449.97834188,29838405.022036683,197128571.42857143
92441238.45271955,90361037.34549272,37299876.29117794,134542857.14285713
37467895.34580651,42949679.79026802,44390452.041316256,72242857.14285713
29094537.513278533,62785840.70676268,-2453438.1874370393,69242857.14285715
17136757.77913512,66955424.10200318,295306.51205294544,69114285.7142857
25908505.598930616,124261750.94380441,-55049664.57301936,138357142.85714287
23479693.773177903,120221798.47622034,13572950.60757057,123242857.14285715
3536734.528610472,47417593.33603905,-27155258.145886045,54757142.85714286
-6161077.571366965,28178724.68917463,-14344364.82152249,32214285.714285716
-31232646.90571144,94094592.07257073,51640831.0189429,111785714.28571431
-34163075.4083876,97533201.18745326,-75791900.68915483,128157142.85714285
-48807986.339802556,93986479.10030666,-140052366.19566897,175585714.2857143
-52239963.11887777,92783797.92903577,139687387.97940302,175642857.14285713
-30995838.89248759,53887113.39298754,14848329.86869578,63914285.71428572
-126475172.9027702,179663129.19371945,-12514963.883473793,220071428.5714286
-83304938.88345137,86491165.35029767,10495040.835326094,120542857.14285713
-34134752.35402208,32524710.01100207,-159461282.74894822,166285714.2857143
-98344449.0702611,85212010.7597027,23487819.426161114,132228571.42857145
-103226338.66128884,71945527.33465084,25587577.124923684,128400000.00000003
-110770628.63013272,71866645.52987696,-33573340.84682689,136242857.14285713
-65334689.58924639,32856868.067488585,-7207965.1188181145,73485714.28571427
-57130424.12332275,16417436.910142768,-15885449.53193206,61528571.428571425
-116070637.38686422,-39025959.39075194,-92935759.01507366,153728571.4285714
-6207411.559217592,-2374949.3693898944,-33212969.314662524,33871428.571428575
-114778001.90082572,-47351206.04897949,-66759398.13112846,140971428.57142857
-46536879.88511806,-23779574.91666685,-30876214.588914927,60700000.0
-121662184.53010388,-64022314.867795646,-49864108.53146689,146242857.14285713
-83463791.65980577,-52764393.589530386,148615172.01463136,178428571.4285714
-85812927.2828569,-65818429.27810761,95705599.61087547,144414285.71428573
-50992706.79732609,-41555510.17208723,55086508.58258751,85799999.99999999
-51394291.84751788,-58322544.35704474,-47610211.92024098,91157142.85714285
-38173872.27080379,-48551684.86369363,-136459699.46042886,149785714.28571427
-68135483.83496997,-200014265.60243237,-80895884.27090548,226257142.85714287
-33686211.82758929,-115455735.78115793,-17247092.738726493,121499999.99999999
-3059141.972132098,-18604786.51130696,-32018070.437944148,37157142.85714286
4819699.230937547,-62077501.45426769,29568602.80267511,68928571.42857142
122024076.77938056,-200248455.15188086,-27823189.51911946,236142857.14285716
73976823.0253883,-93469229.30091065,-203120436.20589823,235514285.71428573
47889363.468110465,-58621817.78901119,-35784983.152162656,83728571.42857142
90891007.64375898,-79823509.3968372,-15843991.828929504,121999999.99999999
75149483.20599876,-60018987.65492873,-88734819.16070782,130857142.85714287
192507003.32681942,-76959077.23313409,-125603001.96075109,242400000.0
101818583.04659891,-35223737.783741266,11555728.063966634,108357142.85714287
60404820.24099667,-11351393.38381363,-1701946.275086751,61485714.2857143
106095603.7043999,8329242.668029517,-71506990.2345253,128214285.71428573
108102848.39693205,14211165.25336531,-10102818.943813108,109500000.0
149966779.54518464,60421385.66009583,151586427.0349735,221628571.42857143
108073501.46870159,88303151.4372501,66942431.03953878,154785714.28571427
20777551.820390765,24638033.956675585,-3456376.927944044,32414285.71428571
3370310.2508165925,4020713.36341681,-6760145.467372214,8557142.857142856
111630355.53987993,157599839.89683127,-179467295.93154886,263642857.14285716
69342924.71774973,98796309.70424339,34157845.19806513,125442857.14285713
53966051.263627455,116967973.20541106,-22020773.68298219,130685714.28571428
41885726.25813738,143247201.10166484,-119855137.92857513,191414285.71428567
-52346976.880312316,233663503.99644208,130336099.64541836,272628571.42857146
-47037138.81943079,88843245.40012306,93350444.68312263,137185714.28571427
-55278330.58521541,89505655.67361276,-143125655.13528112,177628571.42857146
-89286558.48164222,108537581.15917328,-47999968.87337164,148514285.7142857
-13482617.546740182,11564452.91828549,15990386.261410072,23900000.0
-30384520.92092315,24025969.711454555,-83573771.60618822,92114285.71428572
-60003069.01495552,43526000.484220974,-141792520.92629597,160000000.0
-158243030.97817808,83902595.14965117,15403382.894850032,179771428.5714286
-198641135.41877353,96504142.41304864,-81208003.40275894,235300000.00000003
-33690551.41845968,10106239.77669267,-4586164.802324277,35471428.57142857
-10484533.068199493,-98550.1335535296,-175973628.46585137,176285714.28571427
-104574105.52488668,-13302634.811159143,14536043.644418396,106414285.71428573
-34929864.685278356,-4714316.448817388,54902733.82675785,65242857.14285716
-280253085.739361,-48731418.10943615,-32672735.40639421,286328571.42857146
-200095300.8454455,-38272079.67448237,12639625.374740625,204114285.71428573
-24413309.834828924,-8122580.766497746,123607767.17928912,126257142.85714285
-133636013.77448751,-59640531.42990888,12134559.205038562,146842857.14285713
-85278230.21534312,-131472031.79277185,-96838171.03210811,184214285.71428573
-76337965.41532254,-140959640.66858777,52651928.31376801,168728571.42857143
-28122357.396466464,-56644475.77658205,123170275.58069716,138457142.85714287
-32550856.809926882,-215633143.2388248,87910376.8614656,235128571.4285714
-1336186.3947305798,-37570187.02880434,-175767432.55340776,179742857.14285713
10834191.310262317,-48434203.425153084,165906877.22542703,173171428.5714286
74819999.36964823,-80609556.17879504,-82262552.56887423,137342857.14285716
125355487.56408009,-78001058.68269981,-21205891.805248372,149157142.85714284
225558455.72671092,-122989085.03456984,-24900853.445949346,258114285.7142857
198125195.53923598,-77754333.17364098,93009069.96564467,232271428.57142857
138594661.99095842,-27481246.464305893,149278822.62005228,205542857.14285713
209521923.19594514,-13488695.967213806,-101657159.95015623,233271428.5714286
288017963.34322244,-9932187.334588557,-108880712.47201513,308071428.5714286
155658539.24096078,53499792.17859844,-3932150.3506738315,164642857.1428571
62493104.58966426,33825905.06626062,-157418691.7586013,172714285.71428573
95440191.07714218,60030757.68316525,-77117041.30180103,136600000.0
73785350.40314433,63073941.8681545,95498994.14277382,136171428.57142857
64320981.62536207,69801375.91420263,87990535.54374368,129428571.42857142
131159128.9287856,190757894.061887,-45434116.6503514,235914285.71428576
36994277.177690394,122472088.8497886,9826842.180326551,128314285.7142857
16546980.662894089,109664618.77368928,39792474.98034222,117828571.42857142
-1876879.153411259,84426392.68834995,57892106.82011788,102385714.28571428
-5128333.594652471,163646551.15294805,-132392661.79985495,210557142.85714284
-55286272.365034394,160165231.8857857,58204883.125786185,179157142.85714287
-82059583.13691464,186916206.5699688,68743847.26569028,215400000.0
-40448487.1962167,83539060.90457802,-80775552.49329,123042857.14285715
-80609138.01442216,136488047.9950135,52737734.144297056,167057142.85714284
-33252971.490933012,50645788.643816724,85371791.3316761,104685714.28571428
-111133697.49368319,165997439.16674414,174970704.9591862,265557142.85714287
-109422347.54182345,131472090.41215709,-6810879.282750284,171185714.28571427
-136973552.39501938,158750634.18485966,-6366658.078749888,209771428.5714286
-80129725.95083511,66578484.17967277,47056225.74908098,114314285.71428572
-102884735.63788842,76842948.60326943,66848028.79135148,144771428.5714286
-134331811.25982174,47858082.29201151,15637144.231648501,143457142.85714287
-118208626.39844486,34992639.73935093,127784094.42750186,177557142.85714284
-139442568.3073979,35116923.33135185,-154003447.49250463,210700000.0
-51539335.40264209,1145777.5339514897,-66465007.04371546,84114285.71428572
-206807927.07912025,-44616894.85904261,302848614.62144667,369428571.4285714
-92422050.09306669,-29828637.929341216,-11422037.21944058,97785714.2857143
-203597343.56680894,-98135685.58829717,-20027953.131901573,226900000.00000003
-68018291.60179278,-60504858.29397633,136155919.2047153,163785714.2857143
-91239156.08085139,-162504511.46133327,87904756.83838971,206057142.85714284
-34937121.53376796,-109544613.78816475,-34887162.51758501,120157142.85714285
-21131136.09515253,-99494183.95985226,-2447738.7693660664,101742857.14285716
59963686.59446342,-161519762.0181055,164007741.58016983,237871428.57142857
81867836.76998389,-81135854.38039547,-28479889.572045792,118728571.42857142
83694660.9813283,-76710974.43535985,-53252137.275400445,125400000.00000001
226202586.43488142,-134538233.97999382,-36237569.55009691,265671428.5714286
67483108.49877976,-39850346.97221073,81663858.78651388,113185714.28571428
114594739.24570316,-51026065.64170447,19650191.74988253,126971428.57142857
